id,fname,lname,hand,dob,country,height
245371,Mrs W L,Hanschka,,,USA,
245372,Nancy,Brown,,,USA,
245373,Grace,Moran,,,USA,
245374,Mrs Ralph,Lane,,,USA,
245375,Dorothy,Gibson,,,USA,
245376,Mrs E P,Baker,,,USA,
245377,Audrey,Ayers,,,USA,
245378,Mrs John,Hughes,,,USA,
245379,Mrs C H,Ewing,,,USA,
245380,Mrs Thatcher,Lane,,,USA,
245381,E T,Chase,,,USA,
245382,Mrs John,Crawford,,,USA,
245383,E,Shaffer,,,USA,
245384,Mary,Firth,,,USA,
245385,Ann,Driggs,,,USA,
245386,Dorothy,Bennett,,,USA,
245387,,Doe,,,USA,
245388,Mrs James,Wild,,,USA,
245389,Marian,Bennett,,,USA,
245390,Mrs Malcolm,Hill,,,USA,
245391,Mrs Eugene,Ballard,,,USA,
245392,Katherine,Kenney,,,USA,
245393,Polly,Pease,,,USA,
245394,Elinor,James,,,USA,
245395,Elizabeth,Field,,,USA,
245396,Jeanne,Harvey,,,USA,
245397,Margaret,Barkley,,,USA,
245398,Natalie,Wolski,,,USA,
245399,Betty,Horton,,,USA,
245400,Mrs Merritt,Hemingway,,,USA,
245401,Mrs E,Bartlett,,,USA,
245402,Mrs R B,Swain,,,USA,
245403,Mrs S,Johnson,,,USA,
245404,Nancy,Allen,,,USA,
245405,Mrs Rodney,Chase,,,USA,
245406,Mrs C G,Shepard,,,USA,
245407,Mrs Charles,Walker,,,USA,
245408,Naomi,Christie,,,USA,
245409,Mrs W,Bulkeley,,,USA,
245410,Betty,Newell,,,USA,
245411,Ruth,Kohnert,,,GER,
245412,Annie,Sturm,,,GER,
245413,,Jacobson,,,GER,
245414,Lilly,Ellissen,,,AUT,
245415,,Droste,,,GER,
245416,Mabel,Mavrogordato,,,GBR,
245417,E M,Howes,,,GBR,
245418,F,Hume,,,GBR,
245419,Edith,Schoonmaker,,,USA,
245420,Marion,Crooks,,,USA,
245421,Mary,Chamberlin,,,USA,
245422,Lois,Geertz,,,USA,
245423,Marian,Dayen,,,USA,
245424,Josephine,Mcnamara,,,USA,
245425,Lockhart,Cortright,,,USA,
245426,Helen,Lang,,,USA,
245427,Ruth,Hall,,,USA,
245428,Gertrude,Craig,,,USA,
245429,Mrs F,Churchill Williams,,,USA,
245430,Katherine,Thomas,,,USA,
245431,Agnes,Mcclure,,,USA,
245432,Margaret,Fergusson,,3/5/1901,USA,
245433,Dorothy,Bullitt,,,USA,
245434,Barbara,Christie,,,USA,
245435,Hepsa,Humphrey,,,USA,
245436,Frances,Rasin,,,USA,
245437,Margaret,Day,,,USA,
245438,Mrs,Shippen Lewis,,,USA,
245439,Betty,Snowden,,,USA,
245440,Mrs Joseph,Grubb,,,USA,
245441,Caroline,Remak,,,USA,
245442,DUPE Mrs R W,Mecaskey,,,USA,
245443,Barbara,Kurtz,,,USA,
245444,Betty,Janesky,,,USA,
245445,Elizabeth,Goodman,,,USA,
245446,E,Wirth Pitler,,,USA,
245447,Celeste,Gross,,,USA,
245448,Eleanor,Vanneman,,,USA,
245449,Mrs,Leicester Lewis,,,USA,
245450,Isabelle,Morrell,,,USA,
245451,Mrs Harrison,Smith,,,USA,
245452,Molly,Dives,,,USA,
245453,Mrs Walter,Ross,,,USA,
245454,Mrs L H,Cohen,,,USA,
245455,Mrs Robertson,Griswold,,,USA,
245456,Gladys,Wight,,,USA,
245457,Pearl,Shapoe,,,USA,
245458,Irma,Jacobs,,,USA,
245459,Mrs W Boulton,Kelly,,,USA,
245460,Valeria,Penrose,,,USA,
245461,Mrs A Rudolf,Stewart,,,USA,
245462,Sibyl,Jackson,,,USA,
245463,Mrs,Mckenny Egarton,,,USA,
245464,Margaret,Graham,,,USA,
245465,Sarah,Wright,,,USA,
245466,Anne,Austin Mclanahan,,,USA,
245467,Reba,Clarkson,,,USA,
245468,Margaret,Whitehead,,,USA,
245469,Fannie,Braunstein,,,USA,
245470,Mrs Frank,Pegram,,,USA,
245471,Mrs Douglas,Warren,,,USA,
245472,Gussie,Miller,,,USA,
245473,Marian,King,,,USA,
245474,Ethel,Martien,,,USA,
245475,Marian,Zouck,,,USA,
245476,Esther,Dietz,,,USA,
245478,Nancie,Grimond,,,GBR,
245479,Mrs K,Mckee,,,GBR,
245480,P,Palmer,,,GBR,
245481,Mrs C G,Blagden,,,GBR,
245482,M,Cox,,,GBR,
245483,Margaret,Giddings,,,USA,
245484,Helen,Rice,,,USA,
245485,Bessie,Hamilton,,,USA,
245486,Beatrice,Penrose,,,USA,
245487,Marian,Sullivan,,,USA,
245488,Isabelle,Turner,,,USA,
245489,Elizabeth,Potts,,,USA,
245490,Masa,Mason,,,USA,
245491,Ruth,Mccracken,,,USA,
245492,Helen,Bates,,,USA,
245493,Marion,Filkey,,,USA,
245494,Flossie,Basler,,,USA,
245495,Margaret Jane,Carey,,,USA,
245496,Betty,Quinby,,,USA,
245497,Ethel,Van Dyne,,,USA,
245498,Margaret,Weichbrodt,,,USA,
245499,Ethel,Johnson,,,USA,
245500,Mrs Robert,Sturgis,,,USA,
245501,Esther,Weigel,,,USA,
245502,Mrs John,Krifka,,,USA,
245503,Betty,Duten,,,USA,
245504,Marian,Kronberg,,,USA,
245505,Ruth,Downey,,,USA,
245506,Ruth,Venable,,,USA,
245507,Cecil,Schwaiger,,,USA,
245508,Zona Belle,Trafton,,,USA,
245509,Elsie,Pritchard,,,USA,
245510,Mrs Bailey,Townshend,,,USA,
245511,Grace,Van Siclen,,,USA,
245512,Mrs Robert,Miller,,,USA,
245513,Catherine,Corbin,,,USA,
245514,Billie,Plumer,,,USA,
245515,Mae,Winkler,,,USA,
245516,Peggy,Wittich,,,USA,
245517,Marion,Weir,,,USA,
245518,Margaret,Mccracken,,,USA,
245519,Mrs R,Inglis,,,USA,
245520,Marion,Inglis,,,USA,
245521,Lillian,Corbett,,,USA,
245522,Katherine,Douglas,,,USA,
245523,Beatrice,Moore,,,USA,
245524,DUPE Adelaide,Green,,,USA,
245525,R,Stephens,,,GBR,
245526,Vera,Marshall,,,GBR,
245527,A T,Price,,,AUS,
245528,Jeanette,Weir,,,GBR,
245529,Mrs J C,Bell,,,GBR,
245530,Mrs G,Thompson,,,GBR,
245531,M L,Frost,,,GBR,
245532,M,Cunningham,,,GBR,
245533,Mrs,Brewer,,,GBR,
245534,J M A,Hinnell,,,GBR,
245535,C,Portway,,,GBR,
245536,Mrs C,Hamilton,,,GBR,
245537,M E,Ratcliffe,,,GBR,
245538,A,Bersey,,,GBR,
245539,V,Bedford,,,GBR,
245540,,Evershed,,,GBR,
245541,Mrs R T,Robins,,,GBR,
245542,Mrs D M,Young,,,GBR,
245543,M,Mackenzie,,,GBR,
245544,Mrs,Livingstone Miller,,,GBR,
245545,V K,Holloway,,,GBR,
245546,S,Kendrew,,,GBR,
245547,H,Todhunter,,,GBR,
245548,J,Lambert,,,GBR,
245549,Mrs H,Cox,,,GBR,
245550,Mrs D P,Good,,,GBR,
245551,J,Hines,,,GBR,
245552,J,Stanley,,,GBR,
245553,Mrs,Brotch,,,GBR,
245554,Y M,David,,,GBR,
245555,Mrs J,Roberts George,,,GBR,
245556,R,Clery,,,GBR,
245557,P A,Townsend,,,GBR,
245558,M M,Smith,,,GBR,
245559,J,Hubbard,,,GBR,
245560,Mrs E,Thorlby,,,GBR,
245561,Mrs H A,Wardle,,,GBR,
245562,Mrs D M,Gimson,,,GBR,
245563,J,Smith,,,GBR,
245564,C B,Owen,,,GBR,
245565,J,Allinson,,,GBR,
245566,Mrs I,Munro,,,GBR,
245567,D,Hickson,,,GBR,
245568,K,Julyan,,,GBR,
245569,W,Marchant,,,GBR,
245570,E,Lawdham,,,GBR,
245571,Catherine,Weiner,,,USA,
245572,Phyllis,Jameson,,,USA,
245573,Mary,Fletcher,,,USA,
245574,Alice,Rigby,,,USA,
245575,Helen,Bidwell,,,USA,
245576,Katherine,Midgely,,,USA,
245577,Margaret,Waterman,,,USA,
245578,Marion,Brommell,,,USA,
245579,Margaret,Abell,,,USA,
245580,Nina,Dishman,,,USA,
245581,Margaret,Oliver,,,USA,
245582,Adelaide,Anderson,,,USA,
245583,Neva,Akin,,,USA,
245584,Mrs R D,Williams,,,USA,
245585,Frances,Harris,,,USA,
245586,J,Hey,,,GBR,
245587,,Pickin,,,GBR,
245588,H,Niten,,,GBR,
245589,N,Thomas,,,GBR,
245590,K,Ferens,,,GBR,
245591,Mrs M,Tubbs,,,GBR,
245592,M E L,Cunningham,,,GBR,
245593,Mrs,Baker,,,GBR,
245594,Mrs,Ormrod,,,GBR,
245595,M G,Carter,,,GBR,
245596,K,Garnham,,,GBR,
245597,A,Adam,,,GBR,
245598,A M,Liebert,,,GBR,
245599,P,Huddart,,,GBR,
245600,N E P,Caspersx,,,GBR,
245601,Mrs A,Hawke,,,GBR,
245602,N,Merriman,,,GBR,
245603,,Graham,,,GBR,
245604,D M E,Gardom,,,GBR,
245605,K H,Cohen,,,GBR,
245606,M O,Taylor,,,GBR,
245607,J,Young,,,GBR,
245608,Mrs E M,Pamplin,,,GBR,
245609,J F,Burton,,,GBR,
245610,Z,Freshfield,,,GBR,
245611,J,Garton,,,GBR,
245612,M,Page,,,GBR,
245613,B,Sanderson,,,GBR,
245614,Mrs A,Clark,,,GBR,
245615,M,Peacock,,,GBR,
245616,E E,Miller,,,GBR,
245617,M,Ball,,,GBR,
245618,Lady,Simmons,,,GBR,
245619,A,Buckham,,,GBR,
245620,N,Raylor,,,GBR,
245621,L D,Myers,,,GBR,
245622,G M,Willis,,,GBR,
245623,A M,Lindsay,,,GBR,
245624,N B,Thornborrow,,,GBR,
245625,B H,Walker,,,GBR,
245626,I M,Simpson,,,GBR,
245627,G S,Collins,,,GBR,
245628,M E,Robertson,,,GBR,
245629,M K,Watherston,,,GBR,
245630,G,Odier,,,FRA,
245631,,Possert,,,POL,
245632,Irene,Allen,,,USA,
245633,Virginia,Phelps,,,USA,
245634,Corinne,Henry,,,USA,
245635,Doris,Steele,,,USA,
245636,Joan,Travers,,,USA,
245637,Mary,Keehan,,,USA,
245638,Dorothy,Israel,,,USA,
245639,Elizabeth,Thompson,,,USA,
245640,Mrs Innis,Orourke,,,USA,
245641,Elsa,Pritchard,,,USA,
245642,Mildred,Kaiser,,,USA,
245643,Mary,Jones,,,USA,
245644,Helen,Stack,,,USA,
245645,Marie,Wilcox,,,USA,
245646,Elizabeth,Carpenter,,,USA,
245647,DUPE Mrs B E,Cole,,,USA,
245648,Louise,Slocum,,,USA,
245649,Mary,Freisenbruch,,,BER,
245650,Mrs John,Amory,,,USA,
245651,DUPE Mrs Frank,Godfrey,,,USA,
245652,Elsie,Jansen,,,USA,
245653,Marian,Duane,,,USA,
245654,Mrs William,Faversham,,,USA,
245655,Mrs Charles A,Welch,,,USA,
245656,Mrs William,Wolcott,,,USA,
245657,Mrs R,Mcveagh,,,USA,
245658,Mrs,Mcgiverin,,,CAN,
245659,Mrs H T,Goodland,,,CAN,
245660,Mrs,Mcphilipsen,,,CAN,
245661,M,Benson,,,CAN,
245662,D S,Morley,,,CAN,
245663,Doreen,Swayne,,,CAN,
245664,Cleodagh,Welsh,,,CAN,
245665,Helen,Mayers,,,CAN,
245666,Mrs H,Sharps,,,CAN,
245667,G,Cochran,,,CAN,
245668,Maude,Noble,,,MAS,
245669,I,Benson,,,CAN,
245670,,Priestly,,,CAN,
245671,Dot,Edwards,,,CAN,
245672,Dot,Oshea,,,CAN,
245673,May,Currie,,,CAN,
245674,Velda,Rithet,,,CAN,
245675,Lorna,Ross,,,CAN,
245676,,De Weck,,,SUI,
245677,,Turettini,,,SUI,
245678,,Wilhelm,,,GER,
245679,E M,Comerford,,,IRL,
245680,P,Grace,,,IRL,
245681,Violet,Foxall,,,IRL,
245682,V,Gillespie,,,IRL,
245683,T,Gill,,,IRL,
245684,Mrs B,Oreilly,,,IRL,
245685,Mrs V,Irwin,,,IRL,
245686,E,Makin,,,IRL,
245687,P,Fitzherbert,,,IRL,
245688,Doreen,Good,,,IRL,
245689,M,Hamilton,,,IRL,
245690,Muriel,Foxall,,,IRL,
245691,A,Mcdonald,,,IRL,
245692,M,Donaldson,,,IRL,
245693,,Craig,,,IRL,
245694,M,Mcnaity,,,GBR,
245695,E R,Foster,,,GBR,
245696,J,Lovell,,,GBR,
245697,W,Wood,,,GBR,
245698,Mrs D M,Good,,,GBR,
245699,Mrs A E,Lawrence,,,GBR,
245700,Mrs H F,Green,,,GBR,
245701,Mrs,Bird,,,GBR,
245702,B,Jorgensen,,,GBR,
245703,Mrs A M,Miles,,,GBR,
245704,H,Phillimore,,,GBR,
245705,Mrs J,Cave Humfrey,,,GBR,
245706,Mrs G,Foley,,,GBR,
245707,E D,Sutton,,,GBR,
245708,Mrs,Suter,,,GBR,
245709,,Huber,,,USA,
245710,,Forsee,,,USA,
245711,Charlotte,Mapes,,,USA,
245712,Rhoda,Mccarthy,,,USA,
245713,L G,Mathauser,,,USA,
245714,Jerry,Wall,,,USA,
245715,Evelyn,Flebbe,,,USA,
245716,Lin,Root,,,USA,
245717,Edith,Fitzgerald,,,USA,
245718,Carolyn,Smith,,,USA,
245719,Mrs F Paul,Gardner,,,USA,
245720,Mrs W T,Carrington,,,USA,
245721,Betty,Torrence,,,USA,
245722,Mrs Herbert,Lehman,,,USA,
245723,Betty,Edwards,,,USA,
245724,Mrs G T,Yates,,,CAN,
245725,,Craig,,,CAN,
245726,Mrs,Snelgrove,,,CAN,
245727,V,Mcdonald,,,CAN,
245728,,Huntting,,,CAN,
245729,Ethel,Thompson,,,CAN,
245730,K,Duff Stuart,,,CAN,
245731,Mrs O,Woodman,,,CAN,
245732,Ann,Burke,,,CAN,
245733,Mrs Jack,Muir,,,CAN,
245734,F,Henderson,,,CAN,
245735,,Riel,,,CAN,
245736,D,Campbell,,,CAN,
245737,,Proctor,,,CAN,
245738,Mrs Ben,Rose,,,CAN,
245739,,Crawford,,,CAN,
245740,M,Bate,,,CAN,
245741,P,Britton,,,CAN,
245742,Mrs,Ecclestone,,,CAN,
245743,Mrs,Broome,,,CAN,
245744,,Austin,,,CAN,
245745,,Byers,,,CAN,
245746,Ann,Connor,,,CAN,
245747,Mrs F,Lewis,,,CAN,
245748,B,Cove,,,CAN,
245749,,Binks,,,CAN,
245750,,Whitbeck,,,CAN,
245751,Joyce,Odonnell,,,CAN,
245752,A,Warre,,,FRA,
245753,,Roy,,,FRA,
245754,Marguerite,Chanove,,,FRA,
245755,,Rosselt,,,GER,
245756,Juanita,Ehrlich,,,USA,
245757,Flo,Chandler,,,USA,
245758,Mrs,Burr Chapman,,,USA,
245759,Ruth,Davis,,,USA,
245760,Mrs Frankie,Lee,,,USA,
245761,,Coquard,,,FRA,
245762,,Meyboom,,,FRA,
245763,P,Omossa,,,FRA,
245764,,Bastelica,,,FRA,
245765,E,Homer,,,GBR,
245766,D,Evered,,,GBR,
245767,E,Croft,,,GBR,
245768,S,Torbett,,,GBR,
245769,Mrs C H,Baylis,,,GBR,
245770,Mrs A,Singer,,,GBR,
245771,T,Newberry,,,GBR,
245772,Mrs C,Lacey,,,GBR,
245773,Mrs,Duran,,,USA,
245774,Bernice,Haesly,,,USA,
245775,Maxine,Schaner,,,USA,
245776,Edith,Foster,,,USA,
245777,Nancy,Bumpus,,,USA,
245778,Selma,Mueller,,,USA,
245779,Mildred,Geiger,,,USA,
245780,Patricia,Collins,,,USA,
245781,Mrs J F,Kaiser,,,USA,
245782,Myrna,Patterson,,,USA,
245783,Dolores,Tuberg,,,USA,
245784,Marjorie,Burns,,,USA,
245785,,Hamm,,,GBR,
245786,A,Price,,,GBR,
245787,R,Albright,,,GBR,
245788,,Oswald,,,GBR,
245789,,Poree,,,FRA,
245790,,Fougeres,,,FRA,
245791,Suzanne,Versein,,,FRA,
245792,,Lewisohn,,,FRA,
245793,,Ginoer,,,FRA,
245794,,Newman,,,GBR,
245795,Mme,Lewisohn,,,FRA,
245796,,Gaste,,,FRA,
245797,,Stern,,,FRA,
245798,,Sheldon,,,GBR,
245799,,Theves,,,FRA,
245800,,King,,,GBR,
245801,T,Furrer,,,SUI,
245802,Guadalupe,Pombo,,,ESP,
245803,Mrs,Kemble,,,GBR,
245804,N,Romer,,,GBR,
245805,J,Woodcock,,,GBR,
245806,Catherine,Leaf,,,GBR,
245807,J K,Sturch,,,GBR,
245808,M J P,Chappell,,,GBR,
245809,M M,Walton,,,GBR,
245810,Mrs C,Evans,,,GBR,
245811,V E,Lush,,,GBR,
245812,,Newbronner,,,GBR,
245813,G,Bolt,,,GBR,
245814,Mrs W P,Holtby,,,GBR,
245815,Mrs,Wrightson,,,GBR,
245816,M E,Bailey,,,GBR,
245817,,Lerolle,,,FRA,
245818,Mrs,Goebels,,,,
245819,Mrs,Butt,,,GBR,
245820,,Rosenbaum,,,FRA,
245821,,Sampre,,,FRA,
245822,Mrs,Wade,,,GBR,
245823,,Loewenstein,,,FRA,
245824,,Curzon,,,FRA,
245825,Josephine,Von Lobkowitz,,,CZE,
245826,Sandra,Franchi,,,ITA,
245827,,Carrassi Del Villar,,,ITA,
245828,,Kornfeld,,,SUI,
245829,A,Clerc,,,SUI,
245830,,Gross,,,GER,
245831,Baroness,Dellingshausen,,,GER,
245832,,Bokorne,,,HUN,
245833,,Schlosserne,,,HUN,
245834,Cornelia,Richardson,,,USA,
245835,Ruth,Ottoway,,,USA,
245836,Mona,Steward,,,USA,
245837,Annie,Roberts,,,USA,
245838,Almeta,Hill,,,USA,
245839,Anita,Gant,,,USA,
245840,Amelia,Hamlin,,,USA,
245841,B,Furlonge,,,USA,
245842,,Godsmitch,,,FRA,
245843,Lili,Schrager,,,YUG,
245844,Mrs L I,Booker,,,GBR,
245845,Mrs N,Lawrence,,,GBR,
245846,F M,Brooks,,,GBR,
245847,E E,Mitchell,,,GBR,
245848,Mrs E L,Woodforde,,,GBR,
245849,D,Hanalyn,,,GBR,
245850,P M,Oliver,,,GBR,
245851,Mrs D,Poynder,,,GBR,
245852,M S,Brooks,,,GBR,
245853,Barbara,Adams,,,GBR,
245854,Elizabeth,Brunyate,,7/19/1905,GBR,
245855,,Haguenot De Laistre,,,FRA,
245856,D,Crocker,,,GBR,
245857,,Calman Levy,,,FRA,
245858,,Maccoughey,,,GBR,
245859,,De Rothschild,,,FRA,
245860,W,Robinson,,,GBR,
245861,Mrs R E,Hume Williams,,,GBR,
245862,Ethel,Bobby,,,GBR,
245863,Mrs V,Hargreaves,,,GBR,
245864,Jean,Mcalpine,,,GBR,
245865,Marie,Hazel,,,GBR,
245866,Mary,Sweet Escott,,,GBR,
245867,P M,Plucknett,,,GBR,
245868,Mrs E S,Hall,,,GBR,
245869,E L,Beattie,,,GBR,
245870,Mrs E,White,,,GBR,
245871,B,Priest,,,GBR,
245872,C,De Renty,,,FRA,
245873,,Bayle,,,FRA,
245874,,Morelle,,,FRA,
245875,,Pomies,,,FRA,
245876,Coen,Porto,,,ITA,
245877,Tokuko,Moriwake,,,USA,
245878,Molly,Mihata,,,USA,
245879,M E,Hill,,,GBR,
245880,J,Ritchie,,,GBR,
245881,J,Clibborn,,,GBR,
245882,P,Murdoch,,,GBR,
245883,C W,Goff,,,GBR,
245884,E,Windsor Williams,,,GBR,
245885,Mrs H K,Pilcher,,,GBR,
245886,P M,Barnes,,,GBR,
245887,W M,Boliver,,,GBR,
245888,Mrs L C,Rudge,,,GBR,
245889,Mrs F A,Wright,,,GBR,
245890,K M,Persse,,,GBR,
245891,Mrs M C P,Crane,,,GBR,
245892,Mary,Wiggins,,,GBR,
245893,Mrs,Meade,,,GBR,
245894,Mrs,Burne,,,GBR,
245895,Marjorie,Leboutillier,,,USA,
245896,Rosalie,Stork,,,USA,
245897,Grace,Bartow,,,USA,
245898,Jane,Moss,,,USA,
245899,Elizabeth,Packer,,,USA,
245900,Julia,Park,,,USA,
245901,Sara,Wheeler,,,USA,
245902,Mildred,Bricker,,,USA,
245903,Peggy,Day,,,USA,
245904,Dorothy,White,,,USA,
245905,Margaret,Dives,,,USA,
245906,Virginia,Arnold,,,USA,
245907,Josephine,Kendig,,,USA,
245908,DUPE W,Bishop,,,GBR,
245909,D,Reeves,,,GBR,
245910,J M,Brightman,,,GBR,
245911,G J,Allen,,,GBR,
245912,Mrs A,Hurston,,,GBR,
245913,B,Pitts,,,GBR,
245914,Mrs,Bertish,,,GBR,
245915,N S,Sidney,,,GBR,
245916,H W,Neal,,,GBR,
245917,M,Sutherland,,,GBR,
245918,H,Macleod,,,GBR,
245919,V,Brown,,,GBR,
245920,Mrs Franklin M,Haines,,,USA,
245921,Carolyn,Sayles,,,USA,
245922,Bertha,Pagensticker,,,USA,
245923,Henrietta,Cremonin,,1898-04-11,USA,
245924,Mrs R M,Duncan,,,USA,
245925,Helen,Hagerty,,,USA,
245926,Mrs Paul,Martin,,,USA,
245927,Mrs C E,Greenwood,,,USA,
245928,Jane,Baldwin,,,USA,
245929,D B,Hawk,,,USA,
245930,Mrs F D,Carter,,,USA,
245931,DUPE Beatrice,Moore,,,USA,
245932,Jessie,Wacherheim,,,USA,
245933,Virginia,Gordon,,,USA,
245934,Susan,Battelle,,,USA,
245935,Mrs John,Hincks,,,USA,
245936,Catherine,Thurber,,,USA,
245937,Frances,Watt,,,USA,
245938,Mrs George,Dickinson,,,USA,
245939,Mrs George,Beavers,,,USA,
245940,,Makaroff,,,FRA,
245941,,Duke,,,GBR,
245942,,Dufrene,,,FRA,
245943,,Coniuer,,,USA,
245944,G,Eldred,,,USA,
245945,M,Varner,,,USA,
245946,R,Wright,,,USA,
245947,Ailine,Kelleher,,,USA,
245948,Helen,Hughes,,,USA,
245949,Adelaide,Stuart Greene,,,USA,
245950,D,Poulton,,,GBR,
245951,Barbara,Bridges,,,GBR,
245952,D,Pochin,,,GBR,
245953,S R,Nott,,,GBR,
245954,E,Blades,,,GBR,
245955,E S S,Baker,,,GBR,
245956,Mrs D M,Hanna,,,GBR,
245957,E,Stevenson,,,GBR,
245958,M E,Mumme,,,GBR,
245959,Mrs N,Nightingale,,,GBR,
245960,M,Blades,,,GBR,
245961,L,Fraser,,,GBR,
245962,,De Mesa,,,ITA,
245963,Mrs,Row,,,,
245964,,Enderle,,,ITA,
245965,Marjorie,Walter,,,USA,
245966,Consuelo,Albedi,,,USA,
245967,Nettie,Reade,,,USA,
245968,Marjorie,Thorne,,,USA,
245969,Berna,Russell,,,USA,
245970,Eugenia,Jones,,,USA,
245971,Claire,Otten,,,USA,
245972,Lucie,Huchez,,,FRA,
245973,,Lacarriere,,,FRA,
245974,,Sabouraud,,,FRA,
245975,Mrs,Sherber,,,GBR,
245976,M,Rogers,,,GBR,
245977,Mrs W G,Mullins,,,GBR,
245978,Mrs M,Miles,,,GBR,
245979,Mrs D B,Sullivan,,,GBR,
245980,B,Edwards,,,GBR,
245981,J,Fillary,,,GBR,
245982,Mrs C G,Eames,,,GBR,
245983,DUPE A F,Drooglever,,,GBR,
245984,D M,Stack,,,GBR,
245985,L,Dunne,,,AUS,
245986,Mrs H,Dowling,,,AUS,
245987,Mrs,Star Thomas,,,AUS,
245988,A,Herring,,,AUS,
245989,,Gompel,,,FRA,
245990,,Lloyd,,,RSA,
245991,Mrs,Myburgh,,,RSA,
245992,Mrs C,Hingston,,,AUS,
245993,G,Moon,,,AUS,
245994,I,Burns,,,AUS,
245995,Inez,Harding,,1/11/1914,USA,
245996,Laura,Herron,,,USA,
245997,Mrs B L,Air,,,GBR,
245998,M,Pryce Harrison,,,GBR,
245999,,Valtier,,,FRA,
246000,Mrs G,Austin,,,AUS,
246001,A V,Scott,,,AUS,
246002,Betty,Bader,,,USA,
246003,Virginia,Esselborne,,,USA,
246004,Adelaide,Kruse,,,USA,
246005,Betty,Pogue,,,USA,
246006,Christine,Ramsey,,,USA,
246007,Margaret,Ditmars,,,USA,
246008,Helen,Halsey,,,USA,
246009,Harriet,Larmon,,,USA,
246010,Mary,Matthews,,,USA,
246011,Elsa,Von Steinwehr,,,USA,
246012,Norma,Brintnall,,,USA,
246013,Mary,Gobel,,,USA,
246014,Annabelle,Obrien,,,USA,
246015,Katherine,Vinton,,,USA,
246016,Dorothy,Kurle,,,USA,
246017,Charlee,Brenneman,,,USA,
246018,Gail,Hacker,,,USA,
246019,Eugenia,Ratterman,,,USA,
246020,Rosemary,Sawyer,,,USA,
246021,Marian,Gilham,,,USA,
246022,Elinor,Edwards,,,USA,
246023,Mrs H L,Beer,,,CAN,
246024,P,Gadbois,,,CAN,
246025,Mrs,Dauphin,,,CAN,
246026,Mrs,Mckenzie,,,CAN,
246027,Mrs William,Mcilvaine,,,USA,
246028,Frances,Ottafy,,,USA,
246029,Margaret,Pickering,,,USA,
246030,Arlis,Cowan,,,USA,
246031,Lena,Cole,,,USA,
246032,Helen,Swistowski,,,USA,
246033,Ella J,Brown,,,USA,
246034,Flora,Verbsky,,,USA,
246035,Ann,Similuk,,,USA,
246036,Ona,Wittersheim,,,USA,
246037,,Keppel,,,USA,
246038,Lena May,Jones,,,USA,
246039,Virginia,Duker,,,USA,
246040,Marian,Pearson,,,USA,
246041,Mrs E C,Johnson,,,USA,
246042,A,Couturier,,,USA,
246043,R,Spriegle,,,USA,
246044,Margaret,Sturgeon,,,USA,
246045,Mrs William,Phillips,,,USA,
246046,Edith,Hayden,,,USA,
246047,Katherine,Wetherill,,,USA,
246048,Alice,Houldsworth,,,USA,
246049,Maria,Bullitt,,,USA,
246050,Rose,Gold Kalman,,,USA,
246051,Mrs H D,Mccoy,,,USA,
246052,Clara,Wilson,,,USA,
246053,Max Leona,Anderson,,,USA,
246055,Ruth,Potter,,,USA,
246056,Janet,Smith,,,USA,
246057,Louise,Hyde,,,USA,
246058,Clarice,Palmer,,,USA,
246059,Sylvia,Parker,,,USA,
246060,Marabelle,Vinson,,,USA,
246061,Evelyn,Scott,,,USA,
246062,Jane,Prouty,,,USA,
246063,Carolin,Perry,,,USA,
246064,Katherine,Locke,,,USA,
246065,Frances,Eddy,,,USA,
246066,Caroline,Ford,,,USA,
246067,Jean,Guiterman,,,USA,
246068,Sylvia,Bowditch,,,USA,
246069,Molly,Frothingham,,,USA,
246070,Elizabeth,Clark,,,USA,
246071,Mary,Hutchins,,,USA,
246072,Marjorie,Winslow,,,USA,
246073,Mary,Fensterer,,,USA,
246074,Lois,Wheeler,,,USA,
246075,Julia,Bullard,,,USA,
246076,Elizabeth,Mckee,,,USA,
246077,Margaret,Washburn,,,USA,
246078,Mrs H M,Ayers,,,USA,
246079,Anita,Currey,,,USA,
246080,Lucille,Gammon,,,USA,
246081,Mrs G,Faris,,,USA,
246082,,Bavinger,,,USA,
246083,Mrs Arthur,Scribner,,,USA,
246084,Elizabeth,Donohoe,,,USA,
246085,Betty,Feath,,,USA,
246086,,Weeks,,,CAN,
246087,M,Hughes,,,CAN,
246088,I,Goddard,,,CAN,
246089,B,Richards,,,CAN,
246090,Mrs E F,Coke,,,CAN,
246091,Mildred,Brock,,,CAN,
246092,M,Best,,,CAN,
246093,Ruth,Grierson,,,CAN,
246094,Mrs H W,Macdonnell,,,CAN,
246095,Frances,Hulint,,,USA,
246096,M,Laret,,,USA,
246097,F N,Edwards,,,USA,
246098,Dorothy,Bailey,,,USA,
246099,Libby,Russell,,,USA,
246100,Cecile,Gilmour,,,USA,
246101,M,Mcquigg,,,USA,
246102,Sally,Cannon,,,USA,
246103,Mrs Joe,Craig,,,USA,
246104,Helen,Block,,,USA,
246105,Stella,Fording,,1878-08-14,USA,
246106,Elizabeth,Salisbury,,,USA,
246107,M F,Parsons,,,USA,
246108,Mrs,Condon,,,USA,
246109,J,Keskadden,,,USA,
246110,M,Kiss,,,USA,
246111,Neva,Biller,,,USA,
246112,Teda,Marchini,,6/27/1902,ITA,
246113,Margherita,Bellegarde,,,ITA,
